country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Bangladesh,Asia,1962,41.216,56839289,686.3415537999999,BGD,50
Bangladesh,Asia,1967,43.453,62821884,721.1860862000001,BGD,50
Bangladesh,Asia,1972,45.251999999999995,70759295,630.2336265,BGD,50
Bangladesh,Asia,1977,46.923,80428306,659.8772322000001,BGD,50
Bangladesh,Asia,1982,50.00899999999999,93074406,676.9818656,BGD,50
Bangladesh,Asia,1987,52.818999999999996,103764241,751.9794035,BGD,50
Bangladesh,Asia,1992,56.018,113704579,837.8101642999999,BGD,50
Bangladesh,Asia,1997,59.412,123315288,972.7700352,BGD,50
Bangladesh,Asia,2002,62.013000000000005,135656790,1136.3904300000002,BGD,50
Bangladesh,Asia,2007,64.062,150448339,1391.253792,BGD,50
Belgium,Europe,1952,68.0,8730405,8343.105126999999,BEL,56
Belgium,Europe,1957,69.24,8989111,9714.960623,BEL,56
Belgium,Europe,1962,70.25,9218400,10991.20676,BEL,56
Belgium,Europe,1967,70.94,9556500,13149.04119,BEL,56
Belgium,Europe,1972,71.44,9709100,16672.14356,BEL,56
Belgium,Europe,1977,72.8,9821800,19117.97448,BEL,56
Belgium,Europe,1982,73.93,9856303,20979.84589,BEL,56
Belgium,Europe,1987,75.35,9870200,22525.56308,BEL,56
Belgium,Europe,1992,76.46,10045622,25575.57069,BEL,56
Belgium,Europe,1997,77.53,10199787,27561.196630000002,BEL,56
Belgium,Europe,2002,78.32,10311970,30485.88375,BEL,56
Belgium,Europe,2007,79.441,10392226,33692.60508,BEL,56
Benin,Africa,1952,38.223,1738315,1062.7522,BEN,204
Benin,Africa,1957,40.358000000000004,1925173,959.6010805,BEN,204
Benin,Africa,1962,42.618,2151895,949.4990641,BEN,204
Benin,Africa,1967,44.885,2427334,1035.831411,BEN,204
Benin,Africa,1972,47.013999999999996,2761407,1085.796879,BEN,204
Benin,Africa,1977,49.19,3168267,1029.161251,BEN,204
Benin,Africa,1982,50.903999999999996,3641603,1277.897616,BEN,204
Benin,Africa,1987,52.336999999999996,4243788,1225.85601,BEN,204
Benin,Africa,1992,53.919,4981671,1191.207681,BEN,204
Benin,Africa,1997,54.777,6066080,1232.975292,BEN,204
Benin,Africa,2002,54.406000000000006,7026113,1372.877931,BEN,204
Benin,Africa,2007,56.728,8078314,1441.284873,BEN,204
Bolivia,Americas,1952,40.414,2883315,2677.3263469999997,BOL,68
Bolivia,Americas,1957,41.89,3211738,2127.686326,BOL,68
Bolivia,Americas,1962,43.428000000000004,3593918,2180.972546,BOL,68
Bolivia,Americas,1967,45.032,4040665,2586.886053,BOL,68
Bolivia,Americas,1972,46.714,4565872,2980.331339,BOL,68
Bolivia,Americas,1977,50.023,5079716,3548.097832,BOL,68
Bolivia,Americas,1982,53.858999999999995,5642224,3156.510452,BOL,68
Bolivia,Americas,1987,57.251000000000005,6156369,2753.6914899999997,BOL,68
Bolivia,Americas,1992,59.957,6893451,2961.699694,BOL,68
Bolivia,Americas,1997,62.05,7693188,3326.143191,BOL,68
Bolivia,Americas,2002,63.883,8445134,3413.26269,BOL,68
Bolivia,Americas,2007,65.554,9119152,3822.1370840000004,BOL,68
Bosnia and Herzegovina,Europe,1952,53.82,2791000,973.5331947999999,BIH,70
Bosnia and Herzegovina,Europe,1957,58.45,3076000,1353.989176,BIH,70
Bosnia and Herzegovina,Europe,1962,61.93,3349000,1709.683679,BIH,70
Bosnia and Herzegovina,Europe,1967,64.79,3585000,2172.3524230000003,BIH,70
Bosnia and Herzegovina,Europe,1972,67.45,3819000,2860.16975,BIH,70
Bosnia and Herzegovina,Europe,1977,69.86,4086000,3528.481305,BIH,70
Bosnia and Herzegovina,Europe,1982,70.69,4172693,4126.613157,BIH,70
Bosnia and Herzegovina,Europe,1987,71.14,4338977,4314.114757,BIH,70
Bosnia and Herzegovina,Europe,1992,72.178,4256013,2546.781445,BIH,70
Bosnia and Herzegovina,Europe,1997,73.244,3607000,4766.355904,BIH,70
Bosnia and Herzegovina,Europe,2002,74.09,4165416,6018.975239,BIH,70
Bosnia and Herzegovina,Europe,2007,74.852,4552198,7446.298803,BIH,70
Botswana,Africa,1952,47.622,442308,851.2411407,BWA,72
Botswana,Africa,1957,49.618,474639,918.2325348999999,BWA,72
Botswana,Africa,1962,51.52,512764,983.6539764,BWA,72
Botswana,Africa,1967,53.298,553541,1214.709294,BWA,72
Botswana,Africa,1972,56.023999999999994,619351,2263.6111140000003,BWA,72
Botswana,Africa,1977,59.318999999999996,781472,3214.857818,BWA,72
Botswana,Africa,1982,61.483999999999995,970347,4551.14215,BWA,72
Botswana,Africa,1987,63.622,1151184,6205.88385,BWA,72
Botswana,Africa,1992,62.745,1342614,7954.111645,BWA,72
Botswana,Africa,1997,52.556000000000004,1536536,8647.142313,BWA,72
Botswana,Africa,2002,46.63399999999999,1630347,11003.60508,BWA,72
Botswana,Africa,2007,50.728,1639131,12569.851770000001,BWA,72
Brazil,Americas,1952,50.917,56602560,2108.944355,BRA,76
Brazil,Americas,1957,53.285,65551171,2487.365989,BRA,76
Brazil,Americas,1962,55.665,76039390,3336.585802,BRA,76
Brazil,Americas,1967,57.632,88049823,3429.864357,BRA,76
Brazil,Americas,1972,59.504,100840058,4985.711467,BRA,76
Brazil,Americas,1977,61.489,114313951,6660.118654,BRA,76
Brazil,Americas,1982,63.336000000000006,128962939,7030.835878,BRA,76
Brazil,Americas,1987,65.205,142938076,7807.095818000001,BRA,76
Brazil,Americas,1992,67.057,155975974,6950.283020999999,BRA,76
Brazil,Americas,1997,69.388,168546719,7957.980823999999,BRA,76
Brazil,Americas,2002,71.006,179914212,8131.212843000001,BRA,76
Brazil,Americas,2007,72.39,190010647,9065.800825,BRA,76
Bulgaria,Europe,1952,59.6,7274900,2444.2866480000002,BGR,100
Bulgaria,Europe,1957,66.61,7651254,3008.670727,BGR,100
Bulgaria,Europe,1962,69.51,8012946,4254.337839,BGR,100
Bulgaria,Europe,1967,70.42,8310226,5577.0028,BGR,100
Bulgaria,Europe,1972,70.9,8576200,6597.494398,BGR,100
Bulgaria,Europe,1977,70.81,8797022,7612.240438,BGR,100
Bulgaria,Europe,1982,71.08,8892098,8224.191647,BGR,100
Bulgaria,Europe,1987,71.34,8971958,8239.854824,BGR,100
Bulgaria,Europe,1992,71.19,8658506,6302.6234380000005,BGR,100
Bulgaria,Europe,1997,70.32,8066057,5970.38876,BGR,100
Bulgaria,Europe,2002,72.14,7661799,7696.777725,BGR,100
Bulgaria,Europe,2007,73.005,7322858,10680.79282,BGR,100
Burkina Faso,Africa,1952,31.975,4469979,543.2552413,BFA,854
Burkina Faso,Africa,1957,34.906,4713416,617.1834647999999,BFA,854
Burkina Faso,Africa,1962,37.814,4919632,722.5120206,BFA,854
Burkina Faso,Africa,1967,40.696999999999996,5127935,794.8265597,BFA,854
Burkina Faso,Africa,1972,43.591,5433886,854.7359763000001,BFA,854
Burkina Faso,Africa,1977,46.137,5889574,743.3870368,BFA,854
Burkina Faso,Africa,1982,48.122,6634596,807.1985855,BFA,854
Burkina Faso,Africa,1987,49.556999999999995,7586551,912.0631417000001,BFA,854
Burkina Faso,Africa,1992,50.26,8878303,931.7527731,BFA,854
Burkina Faso,Africa,1997,50.324,10352843,946.2949617999999,BFA,854
Burkina Faso,Africa,2002,50.65,12251209,1037.645221,BFA,854
Burkina Faso,Africa,2007,52.295,14326203,1217.032994,BFA,854
Burundi,Africa,1952,39.031,2445618,339.29645869999996,BDI,108
Burundi,Africa,1957,40.533,2667518,379.56462810000005,BDI,108
Burundi,Africa,1962,42.045,2961915,355.2032273,BDI,108
Burundi,Africa,1967,43.548,3330989,412.97751360000007,BDI,108
Burundi,Africa,1972,44.056999999999995,3529983,464.0995039,BDI,108
Burundi,Africa,1977,45.91,3834415,556.1032651,BDI,108
Burundi,Africa,1982,47.471000000000004,4580410,559.6032309999999,BDI,108
Burundi,Africa,1987,48.211000000000006,5126023,621.8188188999999,BDI,108
Burundi,Africa,1992,44.736000000000004,5809236,631.6998778,BDI,108
Burundi,Africa,1997,45.326,6121610,463.1151478,BDI,108
Burundi,Africa,2002,47.36,7021078,446.4035126,BDI,108
Burundi,Africa,2007,49.58,8390505,430.07069160000003,BDI,108
Cambodia,Asia,1952,39.417,4693836,368.46928560000003,KHM,116
Cambodia,Asia,1957,41.36600000000001,5322536,434.0383364,KHM,116
Cambodia,Asia,1962,43.415,6083619,496.9136476,KHM,116
Cambodia,Asia,1967,45.415,6960067,523.4323142,KHM,116
Cambodia,Asia,1972,40.317,7450606,421.6240257,KHM,116
Cambodia,Asia,1977,31.22,6978607,524.9721831999999,KHM,116
Cambodia,Asia,1982,50.957,7272485,624.4754784,KHM,116
Cambodia,Asia,1987,53.913999999999994,8371791,683.8955732000001,KHM,116
Cambodia,Asia,1992,55.803000000000004,10150094,682.3031755,KHM,116
Cambodia,Asia,1997,56.534,11782962,734.28517,KHM,116
Cambodia,Asia,2002,56.751999999999995,12926707,896.2260152999999,KHM,116
Cambodia,Asia,2007,59.723,14131858,1713.7786859999999,KHM,116
Cameroon,Africa,1952,38.523,5009067,1172.667655,CMR,120
Cameroon,Africa,1957,40.428000000000004,5359923,1313.048099,CMR,120
Cameroon,Africa,1962,42.643,5793633,1399.607441,CMR,120
Cameroon,Africa,1967,44.799,6335506,1508.453148,CMR,120
Cameroon,Africa,1972,47.049,7021028,1684.1465280000002,CMR,120
Cameroon,Africa,1977,49.355,7959865,1783.432873,CMR,120
Cameroon,Africa,1982,52.961000000000006,9250831,2367.983282,CMR,120
Cameroon,Africa,1987,54.985,10780667,2602.664206,CMR,120
Cameroon,Africa,1992,54.31399999999999,12467171,1793.1632780000002,CMR,120
Cameroon,Africa,1997,52.199,14195809,1694.337469,CMR,120
Cameroon,Africa,2002,49.856,15929988,1934.0114489999999,CMR,120
Cameroon,Africa,2007,50.43,17696293,2042.0952399999999,CMR,120
Canada,Americas,1952,68.75,14785584,11367.16112,CAN,124
Canada,Americas,1957,69.96,17010154,12489.95006,CAN,124
Canada,Americas,1962,71.3,18985849,13462.48555,CAN,124
Canada,Americas,1967,72.13,20819767,16076.58803,CAN,124
Canada,Americas,1972,72.88,22284500,18970.57086,CAN,124
Canada,Americas,1977,74.21,23796400,22090.88306,CAN,124
Canada,Americas,1982,75.76,25201900,22898.79214,CAN,124
Canada,Americas,1987,76.86,26549700,26626.515030000002,CAN,124
Canada,Americas,1992,77.95,28523502,26342.88426,CAN,124
Canada,Americas,1997,78.61,30305843,28954.92589,CAN,124
Canada,Americas,2002,79.77,31902268,33328.96507,CAN,124
Canada,Americas,2007,80.653,33390141,36319.235010000004,CAN,124
Central African Republic,Africa,1952,35.463,1291695,1071.310713,CAF,140
Central African Republic,Africa,1957,37.464,1392284,1190.844328,CAF,140
Central African Republic,Africa,1962,39.475,1523478,1193.068753,CAF,140
Central African Republic,Africa,1967,41.478,1733638,1136.056615,CAF,140
Central African Republic,Africa,1972,43.457,1927260,1070.013275,CAF,140
Central African Republic,Africa,1977,46.775,2167533,1109.374338,CAF,140
Central African Republic,Africa,1982,48.295,2476971,956.7529906999999,CAF,140
Central African Republic,Africa,1987,50.485,2840009,844.8763504000001,CAF,140
Central African Republic,Africa,1992,49.396,3265124,747.9055252,CAF,140
Central African Republic,Africa,1997,46.066,3696513,740.5063317,CAF,140
Central African Republic,Africa,2002,43.308,4048013,738.6906068,CAF,140
Central African Republic,Africa,2007,44.74100000000001,4369038,706.016537,CAF,140
Chad,Africa,1952,38.092,2682462,1178.665927,TCD,148
Chad,Africa,1957,39.881,2894855,1308.495577,TCD,148
Chad,Africa,1962,41.716,3150417,1389.817618,TCD,148
Chad,Africa,1967,43.601000000000006,3495967,1196.810565,TCD,148
Chad,Africa,1972,45.568999999999996,3899068,1104.103987,TCD,148
Chad,Africa,1977,47.383,4388260,1133.98495,TCD,148
Chad,Africa,1982,49.516999999999996,4875118,797.9081006,TCD,148
Chad,Africa,1987,51.051,5498955,952.3861289999999,TCD,148
Chad,Africa,1992,51.724,6429417,1058.0643,TCD,148
Chad,Africa,1997,51.573,7562011,1004.9613529999999,TCD,148
Chad,Africa,2002,50.525,8835739,1156.18186,TCD,148
Chad,Africa,2007,50.651,10238807,1704.0637239999999,TCD,148
Chile,Americas,1952,54.745,6377619,3939.9787890000002,CHL,152
Chile,Americas,1957,56.074,7048426,4315.6227229999995,CHL,152
Chile,Americas,1962,57.924,7961258,4519.094331,CHL,152
Chile,Americas,1967,60.523,8858908,5106.654313,CHL,152
Chile,Americas,1972,63.441,9717524,5494.024437,CHL,152
Chile,Americas,1977,67.05199999999999,10599793,4756.763836,CHL,152
Chile,Americas,1982,70.565,11487112,5095.665738000001,CHL,152
Chile,Americas,1987,72.492,12463354,5547.063754,CHL,152
Chile,Americas,1992,74.126,13572994,7596.125964,CHL,152
Chile,Americas,1997,75.816,14599929,10118.053179999999,CHL,152
Chile,Americas,2002,77.86,15497046,10778.78385,CHL,152
Chile,Americas,2007,78.553,16284741,13171.63885,CHL,152
China,Asia,1952,44.0,556263527,400.44861099999997,CHN,156
China,Asia,1957,50.54896,637408000,575.9870009,CHN,156
China,Asia,1962,44.50136,665770000,487.6740183,CHN,156
China,Asia,1967,58.381119999999996,754550000,612.7056934,CHN,156
China,Asia,1972,63.118880000000004,862030000,676.9000921,CHN,156
China,Asia,1977,63.96736,943455000,741.2374699,CHN,156
China,Asia,1982,65.525,1000281000,962.4213804999999,CHN,156
China,Asia,1987,67.274,1084035000,1378.904018,CHN,156
China,Asia,1992,68.69,1164970000,1655.784158,CHN,156
China,Asia,1997,70.426,1230075000,2289.234136,CHN,156
China,Asia,2002,72.028,1280400000,3119.280896,CHN,156
China,Asia,2007,72.961,1318683096,4959.1148539999995,CHN,156
Colombia,Americas,1952,50.643,12350771,2144.115096,COL,170
Colombia,Americas,1957,55.118,14485993,2323.805581,COL,170
Colombia,Americas,1962,57.863,17009885,2492.351109,COL,170
Colombia,Americas,1967,59.963,19764027,2678.729839,COL,170
Colombia,Americas,1972,61.623000000000005,22542890,3264.660041,COL,170
Colombia,Americas,1977,63.836999999999996,25094412,3815.80787,COL,170
Colombia,Americas,1982,66.653,27764644,4397.575659,COL,170
Colombia,Americas,1987,67.768,30964245,4903.2191,COL,170
Colombia,Americas,1992,68.421,34202721,5444.648617,COL,170
Colombia,Americas,1997,70.313,37657830,6117.3617460000005,COL,170
Colombia,Americas,2002,71.682,41008227,5755.259962,COL,170
Colombia,Americas,2007,72.889,44227550,7006.580419,COL,170
Comoros,Africa,1952,40.715,153936,1102.990936,COM,174
Comoros,Africa,1957,42.46,170928,1211.1485480000001,COM,174
Comoros,Africa,1962,44.467,191689,1406.648278,COM,174
Comoros,Africa,1967,46.472,217378,1876.029643,COM,174
Comoros,Africa,1972,48.943999999999996,250027,1937.577675,COM,174
Comoros,Africa,1977,50.93899999999999,304739,1172.603047,COM,174
Comoros,Africa,1982,52.933,348643,1267.100083,COM,174
Comoros,Africa,1987,54.926,395114,1315.980812,COM,174
Comoros,Africa,1992,57.93899999999999,454429,1246.90737,COM,174
Comoros,Africa,1997,60.66,527982,1173.618235,COM,174
Comoros,Africa,2002,62.974,614382,1075.811558,COM,174
Comoros,Africa,2007,65.152,710960,986.1478792000001,COM,174
"Congo, Dem. Rep.",Africa,1952,39.143,14100005,780.5423257,COD,180
"Congo, Dem. Rep.",Africa,1957,40.652,15577932,905.8602302999999,COD,180
"Congo, Dem. Rep.",Africa,1962,42.122,17486434,896.3146335000001,COD,180
"Congo, Dem. Rep.",Africa,1967,44.056000000000004,19941073,861.5932424,COD,180
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.8960685000001,COD,180
"Congo, Dem. Rep.",Africa,1977,47.803999999999995,26480870,795.757282,COD,180
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.7478181,COD,180
"Congo, Dem. Rep.",Africa,1987,47.412,35481645,672.774812,COD,180
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.7191807,COD,180
"Congo, Dem. Rep.",Africa,1997,42.586999999999996,47798986,312.188423,COD,180
"Congo, Dem. Rep.",Africa,2002,44.966,55379852,241.16587650000002,COD,180
"Congo, Dem. Rep.",Africa,2007,46.461999999999996,64606759,277.55185869999997,COD,180
"Congo, Rep.",Africa,1952,42.111000000000004,854885,2125.621418,COG,178
"Congo, Rep.",Africa,1957,45.053000000000004,940458,2315.056572,COG,178
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157,COG,178
"Congo, Rep.",Africa,1967,52.04,1179760,2677.9396420000003,COG,178
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683,COG,178
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978,COG,178
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522,COG,178
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194936999999,COG,178
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529,COG,178
"Congo, Rep.",Africa,1997,52.961999999999996,2800947,3484.1643759999997,COG,178
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197,COG,178
"Congo, Rep.",Africa,2007,55.321999999999996,3800610,3632.557798,COG,178
Costa Rica,Americas,1952,57.206,926317,2627.0094710000003,CRI,188
Costa Rica,Americas,1957,60.026,1112300,2990.010802,CRI,188
Costa Rica,Americas,1962,62.842,1345187,3460.937025,CRI,188
Costa Rica,Americas,1967,65.42399999999999,1588717,4161.727834,CRI,188
Costa Rica,Americas,1972,67.84899999999999,1834796,5118.146939,CRI,188
Costa Rica,Americas,1977,70.75,2108457,5926.876967,CRI,188
Costa Rica,Americas,1982,73.45,2424367,5262.734751,CRI,188
Costa Rica,Americas,1987,74.752,2799811,5629.915318,CRI,188
Costa Rica,Americas,1992,75.71300000000001,3173216,6160.416317,CRI,188
Costa Rica,Americas,1997,77.26,3518107,6677.045314,CRI,188
Costa Rica,Americas,2002,78.123,3834934,7723.447195000001,CRI,188
Costa Rica,Americas,2007,78.782,4133884,9645.06142,CRI,188
Cote d'Ivoire,Africa,1952,40.477,2977019,1388.594732,CIV,384
Cote d'Ivoire,Africa,1957,42.468999999999994,3300000,1500.895925,CIV,384
Cote d'Ivoire,Africa,1962,44.93,3832408,1728.8694280000002,CIV,384
Cote d'Ivoire,Africa,1967,47.35,4744870,2052.0504730000002,CIV,384
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201111,CIV,384
Cote d'Ivoire,Africa,1977,52.373999999999995,7459574,2517.736547,CIV,384
Cote d'Ivoire,Africa,1982,53.983000000000004,9025951,2602.710169,CIV,384
Cote d'Ivoire,Africa,1987,54.655,10761098,2156.9560690000003,CIV,384
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.073791,CIV,384
Cote d'Ivoire,Africa,1997,47.99100000000001,14625967,1786.265407,CIV,384
Cote d'Ivoire,Africa,2002,46.832,16252726,1648.800823,CIV,384
Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112,CIV,384
Croatia,Europe,1952,61.21,3882229,3119.23652,HRV,191
Croatia,Europe,1957,64.77,3991242,4338.231617,HRV,191
Croatia,Europe,1962,67.13,4076557,5477.890018,HRV,191
Croatia,Europe,1967,68.5,4174366,6960.297861,HRV,191
Croatia,Europe,1972,69.61,4225310,9164.090127,HRV,191
Croatia,Europe,1977,70.64,4318673,11305.38517,HRV,191
Croatia,Europe,1982,70.46,4413368,13221.82184,HRV,191
Croatia,Europe,1987,71.52,4484310,13822.58394,HRV,191
Croatia,Europe,1992,72.527,4494013,8447.794873,HRV,191
Croatia,Europe,1997,73.68,4444595,9875.604515,HRV,191
Croatia,Europe,2002,74.876,4481020,11628.38895,HRV,191
Croatia,Europe,2007,75.748,4493312,14619.222719999998,HRV,191
Cuba,Americas,1952,59.42100000000001,6007797,5586.53878,CUB,192
Cuba,Americas,1957,62.325,6640752,6092.174359000001,CUB,192
Cuba,Americas,1962,65.24600000000001,7254373,5180.75591,CUB,192
Cuba,Americas,1967,68.29,8139332,5690.268015,CUB,192
Cuba,Americas,1972,70.723,8831348,5305.445256,CUB,192
Cuba,Americas,1977,72.649,9537988,6380.494965999999,CUB,192
Cuba,Americas,1982,73.717,9789224,7316.9181069999995,CUB,192
Cuba,Americas,1987,74.17399999999999,10239839,7532.924762999999,CUB,192
Cuba,Americas,1992,74.414,10723260,5592.843963,CUB,192
Cuba,Americas,1997,76.15100000000001,10983007,5431.990415,CUB,192
Cuba,Americas,2002,77.158,11226999,6340.646683,CUB,192
Cuba,Americas,2007,78.273,11416987,8948.102923,CUB,192
Czech Republic,Europe,1952,66.87,9125183,6876.14025,CZE,203
Czech Republic,Europe,1957,69.03,9513758,8256.343918,CZE,203
Czech Republic,Europe,1962,69.9,9620282,10136.86713,CZE,203
Czech Republic,Europe,1967,70.38,9835109,11399.44489,CZE,203
Czech Republic,Europe,1972,70.29,9862158,13108.4536,CZE,203
Czech Republic,Europe,1977,70.71,10161915,14800.160619999999,CZE,203
Czech Republic,Europe,1982,70.96,10303704,15377.22855,CZE,203
Czech Republic,Europe,1987,71.58,10311597,16310.4434,CZE,203
Czech Republic,Europe,1992,72.4,10315702,14297.021219999999,CZE,203
Czech Republic,Europe,1997,74.01,10300707,16048.51424,CZE,203
